_id,author,tags,title
6458c9f0b234123f5b5c0392,"[""Allen Saunders""]","[""/author/Allen-Saunders"",""/tag/fate/page/1/"",""/tag/life/page/1/"",""/tag/misattributed-john-lennon/page/1/"",""/tag/planning/page/1/"",""/tag/plans/page/1/""]","[""“Life is what happens to us while we are making other plans.”""]"
6458c9f1b234123f5b5c0393,"[""Pablo Neruda""]","[""/author/Pablo-Neruda"",""/tag/love/page/1/"",""/tag/poetry/page/1/""]","[""“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”""]"
6458c9f1b234123f5b5c0394,"[""Ralph Waldo Emerson""]","[""/author/Ralph-Waldo-Emerson"",""/tag/happiness/page/1/""]","[""“For every minute you are angry you lose sixty seconds of happiness.”""]"
6458c9f1b234123f5b5c0395,"[""Mother Teresa""]","[""/author/Mother-Teresa"",""/tag/attributed-no-source/page/1/""]","[""“If you judge people, you have no time to love them.”""]"
6458c9f1b234123f5b5c0396,"[""Garrison Keillor""]","[""/author/Garrison-Keillor"",""/tag/humor/page/1/"",""/tag/religion/page/1/""]","[""“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”""]"
6458c9f1b234123f5b5c0397,"[""Jim Henson""]","[""/author/Jim-Henson"",""/tag/humor/page/1/""]","[""“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”""]"
6458c9f1b234123f5b5c0398,"[""Dr. Seuss""]","[""/author/Dr-Seuss"",""/tag/comedy/page/1/"",""/tag/life/page/1/"",""/tag/yourself/page/1/""]","[""“Today you are You, that is truer than true. There is no one alive who is Youer than You.”""]"
6458c9f1b234123f5b5c0399,"[""Albert Einstein""]","[""/author/Albert-Einstein"",""/tag/children/page/1/"",""/tag/fairy-tales/page/1/""]","[""“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”""]"
6458c9f1b234123f5b5c039a,"[""J.K. Rowling""]","[""/author/J-K-Rowling""]","[""“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”""]"
6458c9f1b234123f5b5c039b,"[""Albert Einstein""]","[""/author/Albert-Einstein"",""/tag/imagination/page/1/""]","[""“Logic will get you from A to Z; imagination will get you everywhere.”""]"
6458c9f1b234123f5b5c039c,"[""Bob Marley""]","[""/author/Bob-Marley"",""/tag/music/page/1/""]","[""“One good thing about music, when it hits you, you feel no pain.”""]"
6458c9f2b234123f5b5c039d,"[""Dr. Seuss""]","[""/author/Dr-Seuss"",""/tag/learning/page/1/"",""/tag/reading/page/1/"",""/tag/seuss/page/1/""]","[""“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”""]"
6458c9f2b234123f5b5c039e,"[""J.K. Rowling""]","[""/author/J-K-Rowling"",""/tag/dumbledore/page/1/""]","[""“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”""]"
6458c9f2b234123f5b5c039f,"[""Bob Marley""]","[""/author/Bob-Marley"",""/tag/friendship/page/1/""]","[""“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”""]"
6458c9f2b234123f5b5c03a0,"[""Mother Teresa""]","[""/author/Mother-Teresa"",""/tag/misattributed-to-mother-teresa/page/1/"",""/tag/paraphrased/page/1/""]","[""“Not all of us can do great things. But we can do small things with great love.”""]"
6458c9f2b234123f5b5c03a1,"[""J.K. Rowling""]","[""/author/J-K-Rowling"",""/tag/death/page/1/"",""/tag/inspirational/page/1/""]","[""“To the well-organized mind, death is but the next great adventure.”""]"
6458c9f2b234123f5b5c03a2,"[""Charles M. Schulz""]","[""/author/Charles-M-Schulz"",""/tag/chocolate/page/1/"",""/tag/food/page/1/"",""/tag/humor/page/1/""]","[""“All you need is love. But a little chocolate now and then doesn't hurt.”""]"
6458c9f2b234123f5b5c03a3,"[""William Nicholson""]","[""/author/William-Nicholson"",""/tag/misattributed-to-c-s-lewis/page/1/"",""/tag/reading/page/1/""]","[""“We read to know we're not alone.”""]"
6458c9f2b234123f5b5c03a4,"[""Albert Einstein""]","[""/author/Albert-Einstein"",""/tag/knowledge/page/1/"",""/tag/learning/page/1/"",""/tag/understanding/page/1/"",""/tag/wisdom/page/1/""]","[""“Any fool can know. The point is to understand.”""]"
6458c9f2b234123f5b5c03a5,"[""Jorge Luis Borges""]","[""/author/Jorge-Luis-Borges"",""/tag/books/page/1/"",""/tag/library/page/1/""]","[""“I have always imagined that Paradise will be a kind of library.”""]"
6458c9f2b234123f5b5c03a6,"[""George Eliot""]","[""/author/George-Eliot"",""/tag/inspirational/page/1/""]","[""“It is never too late to be what you might have been.”""]"
6458c9f3b234123f5b5c03a7,"[""George R.R. Martin""]","[""/author/George-R-R-Martin"",""/tag/read/page/1/"",""/tag/readers/page/1/"",""/tag/reading/page/1/"",""/tag/reading-books/page/1/""]","[""“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”""]"
6458c9f3b234123f5b5c03a8,"[""C.S. Lewis""]","[""/author/C-S-Lewis"",""/tag/books/page/1/"",""/tag/inspirational/page/1/"",""/tag/reading/page/1/"",""/tag/tea/page/1/""]","[""“You can never get a cup of tea large enough or a book long enough to suit me.”""]"
6458c9f3b234123f5b5c03a9,"[""Marilyn Monroe""]","[""/author/Marilyn-Monroe""]","[""“You believe lies so you eventually learn to trust no one but yourself.”""]"
6458c9f3b234123f5b5c03aa,"[""Marilyn Monroe""]","[""/author/Marilyn-Monroe"",""/tag/girls/page/1/"",""/tag/love/page/1/""]","[""“If you can make a woman laugh, you can make her do anything.”""]"
6458c9f3b234123f5b5c03ab,"[""Albert Einstein""]","[""/author/Albert-Einstein"",""/tag/life/page/1/"",""/tag/simile/page/1/""]","[""“Life is like riding a bicycle. To keep your balance, you must keep moving.”""]"
6458c9f3b234123f5b5c03ac,"[""Marilyn Monroe""]","[""/author/Marilyn-Monroe"",""/tag/love/page/1/""]","[""“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”""]"
6458c9f3b234123f5b5c03ad,"[""Marilyn Monroe""]","[""/author/Marilyn-Monroe"",""/tag/attributed-no-source/page/1/""]","[""“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”""]"
6458c9f3b234123f5b5c03ae,"[""Martin Luther King Jr.""]","[""/author/Martin-Luther-King-Jr"",""/tag/hope/page/1/"",""/tag/inspirational/page/1/""]","[""“Only in the darkness can you see the stars.”""]"
6458c9f3b234123f5b5c03af,"[""J.K. Rowling""]","[""/author/J-K-Rowling"",""/tag/dumbledore/page/1/""]","[""“It matters not what someone is born, but what they grow to be.”""]"
6458c9f3b234123f5b5c03b0,"[""James Baldwin""]","[""/author/James-Baldwin"",""/tag/love/page/1/""]","[""“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”""]"
6458c9f4b234123f5b5c03b1,"[""Jane Austen""]","[""/author/Jane-Austen"",""/tag/friendship/page/1/"",""/tag/love/page/1/""]","[""“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”""]"
6458c9f4b234123f5b5c03b2,"[""Eleanor Roosevelt""]","[""/author/Eleanor-Roosevelt"",""/tag/attributed/page/1/"",""/tag/fear/page/1/"",""/tag/inspiration/page/1/""]","[""“Do one thing every day that scares you.”""]"
6458c9f4b234123f5b5c03b3,"[""Marilyn Monroe""]","[""/author/Marilyn-Monroe"",""/tag/attributed-no-source/page/1/""]","[""“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”""]"
6458c9f4b234123f5b5c03b4,"[""Albert Einstein""]","[""/author/Albert-Einstein"",""/tag/music/page/1/""]","[""“If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.”""]"
6458c9f4b234123f5b5c03b5,"[""Haruki Murakami""]","[""/author/Haruki-Murakami"",""/tag/books/page/1/"",""/tag/thought/page/1/""]","[""“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”""]"
6458c9f4b234123f5b5c03b6,"[""Alexandre Dumas fils""]","[""/author/Alexandre-Dumas-fils"",""/tag/misattributed-to-einstein/page/1/""]","[""“The difference between genius and stupidity is: genius has its limits.”""]"
6458c9f4b234123f5b5c03b7,"[""Stephenie Meyer""]","[""/author/Stephenie-Meyer"",""/tag/drug/page/1/"",""/tag/romance/page/1/"",""/tag/simile/page/1/""]","[""“He's like a drug for you, Bella.”""]"
6458c9f4b234123f5b5c03b8,"[""Ernest Hemingway""]","[""/author/Ernest-Hemingway"",""/tag/books/page/1/"",""/tag/friends/page/1/"",""/tag/novelist-quotes/page/1/""]","[""“There is no friend as loyal as a book.”""]"
6458c9f4b234123f5b5c03b9,"[""Helen Keller""]","[""/author/Helen-Keller"",""/tag/inspirational/page/1/""]","[""“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”""]"
6458c9f4b234123f5b5c03ba,"[""George Bernard Shaw""]","[""/author/George-Bernard-Shaw"",""/tag/inspirational/page/1/"",""/tag/life/page/1/"",""/tag/yourself/page/1/""]","[""“Life isn't about finding yourself. Life is about creating yourself.”""]"
6458c9f5b234123f5b5c03bb,"[""Charles Bukowski""]","[""/author/Charles-Bukowski"",""/tag/alcohol/page/1/""]","[""“That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.”""]"
6458c9f5b234123f5b5c03bc,"[""Suzanne Collins""]","[""/author/Suzanne-Collins"",""/tag/the-hunger-games/page/1/""]","[""“You don’t forget the face of the person who was your last hope.”""]"
6458c9f5b234123f5b5c03bd,"[""Suzanne Collins""]","[""/author/Suzanne-Collins"",""/tag/humor/page/1/""]","[""“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”""]"
6458c9f5b234123f5b5c03be,"[""C.S. Lewis""]","[""/author/C-S-Lewis"",""/tag/love/page/1/""]","[""“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”""]"
6458c9f5b234123f5b5c03bf,"[""J.R.R. Tolkien""]","[""/author/J-R-R-Tolkien"",""/tag/bilbo/page/1/"",""/tag/journey/page/1/"",""/tag/lost/page/1/"",""/tag/quest/page/1/"",""/tag/travel/page/1/"",""/tag/wander/page/1/""]","[""“Not all those who wander are lost.”""]"
6458c9f5b234123f5b5c03c0,"[""J.K. Rowling""]","[""/author/J-K-Rowling"",""/tag/live-death-love/page/1/""]","[""“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”""]"
6458c9f5b234123f5b5c03c1,"[""Ernest Hemingway""]","[""/author/Ernest-Hemingway"",""/tag/good/page/1/"",""/tag/writing/page/1/""]","[""“There is nothing to writing. All you do is sit down at a typewriter and bleed.”""]"
6458c9f5b234123f5b5c03c2,"[""Ralph Waldo Emerson""]","[""/author/Ralph-Waldo-Emerson"",""/tag/life/page/1/"",""/tag/regrets/page/1/""]","[""“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”""]"
6458c9f5b234123f5b5c03c3,"[""Mark Twain""]","[""/author/Mark-Twain"",""/tag/education/page/1/""]","[""“I have never let my schooling interfere with my education.”""]"
6458c9f5b234123f5b5c03c4,"[""Dr. Seuss""]","[""/author/Dr-Seuss"",""/tag/troubles/page/1/""]","[""“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!”""]"
6458c9f6b234123f5b5c03c5,"[""Alfred Tennyson""]","[""/author/Alfred-Tennyson"",""/tag/friendship/page/1/"",""/tag/love/page/1/""]","[""“If I had a flower for every time I thought of you...I could walk through my garden forever.”""]"
6458c9f6b234123f5b5c03c6,"[""Charles Bukowski""]","[""/author/Charles-Bukowski"",""/tag/humor/page/1/""]","[""“Some people never go crazy. What truly horrible lives they must lead.”""]"
6458c9f6b234123f5b5c03c7,"[""Terry Pratchett""]","[""/author/Terry-Pratchett"",""/tag/humor/page/1/"",""/tag/open-mind/page/1/"",""/tag/thinking/page/1/""]","[""“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”""]"
6458c9f6b234123f5b5c03c8,"[""Dr. Seuss""]","[""/author/Dr-Seuss"",""/tag/humor/page/1/"",""/tag/philosophy/page/1/""]","[""“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”""]"
6458c9f6b234123f5b5c03c9,"[""J.D. Salinger""]","[""/author/J-D-Salinger"",""/tag/authors/page/1/"",""/tag/books/page/1/"",""/tag/literature/page/1/"",""/tag/reading/page/1/"",""/tag/writing/page/1/""]","[""“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”""]"
6458c9f6b234123f5b5c03ca,"[""George Carlin""]","[""/author/George-Carlin"",""/tag/humor/page/1/"",""/tag/insanity/page/1/"",""/tag/lies/page/1/"",""/tag/lying/page/1/"",""/tag/self-indulgence/page/1/"",""/tag/truth/page/1/""]","[""“The reason I talk to myself is because I’m the only one whose answers I accept.”""]"
6458c9f6b234123f5b5c03cb,"[""John Lennon""]","[""/author/John-Lennon"",""/tag/beatles/page/1/"",""/tag/connection/page/1/"",""/tag/dreamers/page/1/"",""/tag/dreaming/page/1/"",""/tag/dreams/page/1/"",""/tag/hope/page/1/"",""/tag/inspirational/page/1/"",""/tag/peace/page/1/""]","[""“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”""]"
6458c9f6b234123f5b5c03cc,"[""W.C. Fields""]","[""/author/W-C-Fields"",""/tag/humor/page/1/"",""/tag/sinister/page/1/""]","[""“I am free of all prejudice. I hate everyone equally. ”""]"
6458c9f6b234123f5b5c03cd,"[""Ayn Rand""]","[""/author/Ayn-Rand""]","[""“The question isn't who is going to let me; it's who is going to stop me.”""]"
6458c9f6b234123f5b5c03ce,"[""Mark Twain""]","[""/author/Mark-Twain"",""/tag/books/page/1/"",""/tag/classic/page/1/"",""/tag/reading/page/1/""]","[""“′Classic′ - a book which people praise and don't read.”""]"
6458c9f7b234123f5b5c03cf,"[""Albert Einstein""]","[""/author/Albert-Einstein"",""/tag/mistakes/page/1/""]","[""“Anyone who has never made a mistake has never tried anything new.”""]"
6458c9f7b234123f5b5c03d0,"[""Jane Austen""]","[""/author/Jane-Austen"",""/tag/humor/page/1/"",""/tag/love/page/1/"",""/tag/romantic/page/1/"",""/tag/women/page/1/""]","[""“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”""]"
6458c9f7b234123f5b5c03d1,"[""J.K. Rowling""]","[""/author/J-K-Rowling"",""/tag/integrity/page/1/""]","[""“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”""]"
6458c9f7b234123f5b5c03d2,"[""Jane Austen""]","[""/author/Jane-Austen"",""/tag/books/page/1/"",""/tag/library/page/1/"",""/tag/reading/page/1/""]","[""“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”""]"
6458c9f7b234123f5b5c03d3,"[""Jane Austen""]","[""/author/Jane-Austen"",""/tag/elizabeth-bennet/page/1/"",""/tag/jane-austen/page/1/""]","[""“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”""]"
6458c9f7b234123f5b5c03d4,"[""C.S. Lewis""]","[""/author/C-S-Lewis"",""/tag/age/page/1/"",""/tag/fairytales/page/1/"",""/tag/growing-up/page/1/""]","[""“Some day you will be old enough to start reading fairy tales again.”""]"
6458c9f7b234123f5b5c03d5,"[""C.S. Lewis""]","[""/author/C-S-Lewis"",""/tag/god/page/1/""]","[""“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”""]"
6458c9f7b234123f5b5c03d6,"[""Mark Twain""]","[""/author/Mark-Twain"",""/tag/death/page/1/"",""/tag/life/page/1/""]","[""“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”""]"
6458c9f7b234123f5b5c03d7,"[""Mark Twain""]","[""/author/Mark-Twain"",""/tag/misattributed-mark-twain/page/1/"",""/tag/truth/page/1/""]","[""“A lie can travel half way around the world while the truth is putting on its shoes.”""]"
6458c9f7b234123f5b5c03d8,"[""C.S. Lewis""]","[""/author/C-S-Lewis"",""/tag/christianity/page/1/"",""/tag/faith/page/1/"",""/tag/religion/page/1/"",""/tag/sun/page/1/""]","[""“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”""]"
6458c9f8b234123f5b5c03d9,"[""J.K. Rowling""]","[""/author/J-K-Rowling"",""/tag/truth/page/1/""]","[""“The truth.\"" Dumbledore sighed. \""It is a beautiful and terrible thing, and should therefore be treated with great caution.”""]"
6458c9f8b234123f5b5c03da,"[""Jimi Hendrix""]","[""/author/Jimi-Hendrix"",""/tag/death/page/1/"",""/tag/life/page/1/""]","[""“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”""]"
6458c9f8b234123f5b5c03db,"[""J.M. Barrie""]","[""/author/J-M-Barrie"",""/tag/adventure/page/1/"",""/tag/love/page/1/""]","[""“To die will be an awfully big adventure.”""]"
6458c9f8b234123f5b5c03dc,"[""E.E. Cummings""]","[""/author/E-E-Cummings"",""/tag/courage/page/1/""]","[""“It takes courage to grow up and become who you really are.”""]"
6458c9f8b234123f5b5c03dd,"[""Khaled Hosseini""]","[""/author/Khaled-Hosseini"",""/tag/life/page/1/""]","[""“But better to get hurt by the truth than comforted with a lie.”""]"
6458c9f8b234123f5b5c03de,"[""Harper Lee""]","[""/author/Harper-Lee"",""/tag/better-life-empathy/page/1/""]","[""“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”""]"
6458c9f8b234123f5b5c03df,"[""Madeleine L'Engle""]","[""/author/Madeleine-LEngle"",""/tag/books/page/1/"",""/tag/children/page/1/"",""/tag/difficult/page/1/"",""/tag/grown-ups/page/1/"",""/tag/write/page/1/"",""/tag/writers/page/1/"",""/tag/writing/page/1/""]","[""“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”""]"
6458c9f8b234123f5b5c03e0,"[""Mark Twain""]","[""/author/Mark-Twain"",""/tag/truth/page/1/""]","[""“Never tell the truth to people who are not worthy of it.”""]"
6458c9f8b234123f5b5c03e1,"[""Dr. Seuss""]","[""/author/Dr-Seuss"",""/tag/inspirational/page/1/""]","[""“A person's a person, no matter how small.”""]"
6458c9f8b234123f5b5c03e2,"[""George R.R. Martin""]","[""/author/George-R-R-Martin"",""/tag/books/page/1/"",""/tag/mind/page/1/""]","[""“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”""]"
